,Company,TypeName,Inches,ScreenResolution,CpuVenderName,CpuType,CpuSpeed,Ram,Memory,GpuName,GpuType,OpSys,Weight,Price_euros
1086,HP,Workstation,15.6,Full HD 1920x1080,Intel,Core i7 6500U,2.5GHz,8GB,256GB SSD,AMD,FirePro,Windows 7,1.9kg,1495.0
1087,Lenovo,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,180GB SSD,Intel,HD Graphics,Windows 7,1.7kg,1199.0
1088,HP,Notebook,13.3,Quad HD+ 3200x1800,Intel,Pentium Dual Core 4405Y,1.5GHz,4GB,32GB Flash Storage,Intel,HD Graphics,Chrome OS,1.29kg,615.0
1089,Acer,Notebook,15.6,1366x768,AMD,A8-Series 7410,2.2GHz,4GB,500GB HDD,AMD,Radeon,Windows 10,2.4kg,387.0
1090,Dell,Notebook,15.6,1366x768,Intel,Pentium Quad Core N3700,1.6GHz,4GB,500GB HDD,Intel,HD,Linux,2.2kg,393.49
1091,HP,Notebook,15.6,1366x768,Intel,Core i3 6006U,2GHz,4GB,1TB HDD,Intel,HD Graphics,No OS,1.86kg,345.99
1092,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.7kg,1599.0
1093,Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6GHz,4GB,256GB SSD,AMD,Radeon,Windows 10,1.4kg,818.35
1094,HP,Netbook,12.5,1366x768,Intel,Core i5 6200U,2.3GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 7,2.4kg,1599.0
1095,Acer,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.4kg,799.0
1096,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,1TB HDD,AMD,Radeon R7,Windows 10,2.36kg,638.8
1097,MSI,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,8GB,256GB SSD,Nvidia,GeForce GTX,Windows 10,2.6kg,1599.0
1098,HP,Notebook,15.6,1366x768,Intel,Pentium Quad Core N3710,1.6GHz,4GB,1TB HDD,Intel,HD Graphics,Windows 10,1.96kg,500.0
1099,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.3kg,2299.0
1100,Dell,Ultrabook,12.5,1366x768,Intel,Core i3 6100U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 7,1.5kg,1135.15
1101,Dell,Ultrabook,12.5,1366x768,Intel,Core i3 6100U,2.3GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 7,1.5kg,1166.97
1102,Acer,Notebook,15.6,1366x768,Intel,Celeron Dual Core 3205U,1.5GHz,4GB,16GB SSD,Intel,HD,Chrome OS,2.20kg,209.0
1103,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,8GB,1TB HDD,AMD,FirePro,Windows 7,3.0kg,2899.0
1104,Lenovo,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,512GB SSD,Nvidia,GeForce GTX 1050,Windows 10,2.4kg,1199.0
1105,Dell,Ultrabook,12.5,1366x768,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 7,1.5kg,1413.1
1106,MSI,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.9kg,1511.19
1107,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 6200U,2.3GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,2.1kg,867.0
1108,HP,Notebook,15.6,Full HD 1920x1080,AMD,A6-Series 9220,2.5GHz,4GB,1TB HDD,AMD,Radeon,Windows 10,2.1kg,398.0
1109,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.59kg,1339.0
1110,HP,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core M 6Y54,1.1GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.16kg,1699.0
1111,Dell,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3GHz,4GB,500GB HDD,AMD,Radeon R5,Windows 7,2.24kg,769.15
1112,Lenovo,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,2.1kg,429.0
1113,HP,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i7 6500U,2.5GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,1.16kg,1969.0
1114,Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel,Atom x5-Z8550,1.44GHz,4GB,64GB Flash Storage,Intel,HD Graphics,Android,0.69kg,549.0
1115,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i7 7560U,2.4GHz,8GB,256GB SSD,Intel,Iris Plus Graphics,Windows 10,1.23kg,1379.0
1116,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,2.7GHz,16GB,256GB SSD +  1.0TB Hybrid,Nvidia,GeForce GTX,Windows 10,4.6kg,2749.99
1117,Razer,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel,Core i7 6500U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.25kg,1029.0
1118,Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,1.05kg,2226.0
1119,Asus,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,3.52kg,1312.49
1120,Vero,Notebook,13.3,Full HD 1920x1080,Intel,Atom X5-Z8350,1.44GHz,4GB,32GB Flash Storage,Intel,HD Graphics,Windows 10,1.35kg,196.0
1121,HP,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.16kg,1690.0
1122,HP,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 7,1.43kg,1513.0
1123,Dell,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Linux,2.09kg,523.63
1124,Asus,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4GHz,4GB,1TB HDD,Intel,HD Graphics,Windows 10,2kg,435.0
1125,Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6500U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.8kg,1669.0
1126,Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel,Atom x5-Z8550,1.44GHz,4GB,64GB Flash Storage,Intel,HD Graphics,Windows 10,0.69kg,479.0
1127,HP,Ultrabook,12.5,1366x768,Intel,Core i5 6300U,2.4GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 7,1.26kg,1895.0
1128,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,No OS,2.4kg,989.0
1129,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i5 6300HQ,2.3GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,3.35kg,1129.0
1130,HP,Notebook,15.6,1366x768,Intel,Core i7 7500U,2.7GHz,8GB,2TB HDD,Intel,HD Graphics,Windows 10,2.04kg,629.0
1131,Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6600U,2.6GHz,8GB,512GB SSD,Nvidia,Quadro,Windows 7,1.8kg,2050.38
1132,Asus,Notebook,14.0,1366x768,Intel,Celeron Dual Core N3350,1.1GHz,4GB,32GB Flash Storage,Intel,HD Graphics,Windows 10,1.5kg,278.0
1133,HP,Ultrabook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.84kg,752.0
1134,Acer,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,1TB HDD,Nvidia,GeForce,Windows 10,2.23kg,616.0
1135,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 6500U,2.5GHz,16GB,1.0TB Hybrid,AMD,Radeon R7,Windows 10,2.5kg,1099.0
1136,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,8GB,256GB SSD,Nvidia,Quadro,Windows 7,3kg,3949.4
1137,Dell,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,8GB,1TB HDD,AMD,Radeon R7,Windows 10,2.5kg,784.0
1138,MSI,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 6820HQ,2.7GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,3.78kg,2399.0
1139,HP,Ultrabook,15.6,Full HD 1920x1080,Intel,Core i7 6500U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 7,1.88kg,2171.72
1140,Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel,Core i7 6600U,2.6GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,2.8kg,2440.0
1141,MSI,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.4kg,1142.8
1142,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 6300U,2.4GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.48kg,1629.0
1143,HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,8GB,256GB SSD,Nvidia,Quadro,Windows 7,2.59kg,2229.0
1144,HP,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel,Core i7 6600U,2.6GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.48kg,1799.0
1145,HP,Workstation,15.6,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,8GB,256GB SSD,Nvidia,Quadro,Windows 7,2.0kg,1899.0
1146,HP,Ultrabook,12.5,Full HD 1920x1080,Intel,Core i7 6500U,2.50GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 7,1.26kg,2296.95
1147,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Nvidia,GeForce,Windows 10,2.18kg,1009.9
1148,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 7,1.88kg,1579.0
1149,Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel,Core i7 6500U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.27kg,2339.0
1150,Lenovo,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0GHz,4GB,1TB HDD,Intel,HD Graphics,No OS,1.9kg,339.0
1151,HP,Notebook,15.6,1366x768,AMD,E-Series 7110,1.8GHz,4GB,500GB HDD,AMD,Radeon R2,Windows 10,1.86kg,297.0
1152,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,1TB HDD,AMD,Radeon R5,No OS,2.32kg,599.0
1153,Dell,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,1TB HDD,Nvidia,GeForce GTX,Windows 10,2.62kg,1199.0
1154,Dell,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel,Core i5 6300HQ,2.3GHz,8GB,256GB SSD,Nvidia,GeForce,Windows 10,2.04kg,2250.68
1155,HP,Notebook,15.6,Full HD 1920x1080,AMD,A6-Series A6-9220,2.5GHz,4GB,256GB SSD,AMD,Radeon,Windows 10,1.91kg,478.89
1156,MSI,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX 1050,Windows 10,2.7kg,1492.8
1157,Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 6600U,2.6GHz,12GB,512GB SSD,Intel,HD Graphics,Windows 7,1.4kg,2299.0
1158,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,1.0TB Hybrid,AMD,Radeon R5,Windows 10,2.5kg,788.49
1159,HP,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel,Core i7 6600U,2.6GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,1.48kg,2041.0
1160,Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 6600U,2.6GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 7,1.7kg,1499.0
1161,MSI,Gaming,14.0,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,1.7kg,1769.0
1162,HP,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,1TB HDD,Nvidia,GeForce GTX,Windows 10,2.62kg,899.0
1163,Lenovo,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0GHz,8GB,1TB HDD,Intel,HD Graphics,Windows 10,2.2kg,459.0
1164,HP,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,No OS,2.1kg,476.99
1165,Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel,Core i7 7700HQ,2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX 1050,Windows 10,2.62kg,1498.0
1166,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.95kg,1390.0
1167,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2GHz,4GB,1TB HDD,Nvidia,GeForce 920MX,Windows 10,2.2kg,468.0
1168,HP,Notebook,14.0,1366x768,Intel,Celeron Dual Core N3060,1.6GHz,2GB,32GB Flash Storage,Intel,HD Graphics,Windows 10,1.44kg,249.0
1169,MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,1TB HDD,Nvidia,GeForce GTX,Windows 10,2.2kg,839.0
1170,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 6500U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.96kg,679.0
1171,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 8550U,1.8GHz,16GB,512GB SSD,Intel,UHD Graphics,Windows 10,2.1kg,1159.0
1172,Asus,Notebook,15.6,1366x768,Intel,Celeron Dual Core N3050,1.6GHz,4GB,500GB HDD,Intel,HD,Windows 10,2.2kg,369.0
1173,Lenovo,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,No OS,2.1kg,398.0
1174,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,1TB HDD,Nvidia,GeForce,No OS,2.2kg,709.0
1175,Asus,Notebook,14.0,Full HD 1920x1080,Intel,Core i3 7100U,2.4GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,2kg,769.0
1176,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 6500U,2.5GHz,4GB,1.0TB Hybrid,Intel,HD Graphics,Windows 7,2.32kg,825.0
1177,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,16GB,512GB SSD,Nvidia,GeForce GTX,Windows 10,3.31kg,1305.0
1178,MSI,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,1.91kg,2153.37
1179,HP,Notebook,15.6,1366x768,Intel,Core i3 6100U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.07kg,650.0
1180,Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.36kg,1637.0
1181,Lenovo,Ultrabook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,6GB,256GB SSD,Nvidia,GeForce,Windows 10,1.54kg,831.0
1182,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Nvidia,GeForce GT,Linux,1.98kg,895.01
1183,Acer,Notebook,15.6,1366x768,Intel,Celeron Dual Core N3350,2GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.1kg,333.0
1184,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,6GB,1TB HDD,Nvidia,GeForce GTX,Windows 10,2.18kg,799.0
1185,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,8GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.591kg,909.0
1186,Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,2.09kg,1179.0
1187,Acer,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,256GB SSD,Nvidia,GeForce,Windows 10,2.23kg,691.0
1188,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i5 6300U,2.4GHz,8GB,256GB SSD,Intel,HD Graphics,Linux,1.23kg,1099.0
1189,Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.2kg,2599.0
1190,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,8GB,1TB HDD,Nvidia,GeForce GTX,Windows 10,2.4kg,819.0
1191,Samsung,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,Samsung,Cortex A72&A53,2.0GHz,4GB,32GB Flash Storage,ARM,Mali T860,Chrome OS,1.15kg,659.0
1192,HP,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,1.86kg,485.0
1193,Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel,Core M,1.1GHz,8GB,256GB Flash Storage,Intel,HD Graphics,Mac OS X,0.920kg,1163.0
1194,Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.6kg,1199.0
1195,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,12GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.21kg,1327.0
1196,Lenovo,Notebook,15.6,1366x768,Intel,Core i3 6006U,2GHz,4GB,1TB HDD,AMD,Radeon R5,No OS,1.9kg,368.0
1197,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,16GB,512GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.3kg,2150.0
1198,Acer,Notebook,15.6,1366x768,Intel,Celeron Dual Core N3350,2GHz,4GB,1TB HDD,Intel,HD Graphics,Linux,2.1kg,272.0
1199,MSI,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.43kg,2048.9
1200,Dell,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0GHz,4GB,128GB SSD,AMD,Radeon R7,Windows 10,2.3kg,499.0
1201,Lenovo,Notebook,15.6,1366x768,Intel,Core i7 6500U,2.5GHz,8GB,500GB HDD,Nvidia,GeForce,No OS,2.2kg,629.0
1202,Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel,Core i7 8550U,1.8GHz,16GB,512GB SSD,Intel,UHD Graphics,Windows 10,2kg,1285.0
1203,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7500U,2.7GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,1.2kg,2680.0
1204,Asus,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,8GB,1TB HDD,Nvidia,GeForce GTX,Windows 10,2.2kg,1169.0
1205,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,AMD,Radeon R7,Windows 10,2.36kg,889.0
1206,HP,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.91kg,579.0
1207,Lenovo,Notebook,15.6,1366x768,AMD,E-Series 9000,2.2GHz,4GB,500GB HDD,AMD,Radeon R2,Windows 10,2.2kg,299.0
1208,Acer,Notebook,17.3,1600x900,Intel,Core i3 6006U,2.0GHz,8GB,1TB HDD,Nvidia,GeForce,Windows 10,3.3kg,629.0
1209,Asus,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.2kg,2449.0
1210,Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel,Core M,1.2GHz,8GB,512GB Flash Storage,Intel,HD Graphics,Mac OS X,0.920kg,1279.0
1211,Asus,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.2kg,1749.0
1212,MSI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.43kg,1948.99
1213,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2.191kg,999.0
1214,Asus,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.9kg,1949.0
1215,Acer,Netbook,11.6,1366x768,Intel,Celeron Dual Core 3205U,1.5GHz,2GB,32GB SSD,Intel,HD,Chrome OS,1.3kg,174.0
1216,Acer,Notebook,17.3,1600x900,Intel,Core i3 6006U,2GHz,4GB,1TB HDD,Nvidia,GeForce,Windows 10,3.3kg,598.0
1217,Lenovo,Notebook,17.3,1600x900,Intel,Core i5 7200U,2.5GHz,8GB,1TB HDD,Intel,HD Graphics,No OS,2.8kg,539.0
1218,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.6kg,1272.0
1219,Acer,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7Y75,1.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.2kg,1149.0
1220,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6600U,2.6GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2.3kg,1529.0
1221,MSI,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.2kg,1476.11
1222,HP,Notebook,15.6,Full HD 1920x1080,AMD,A12-Series 9720P,2.7GHz,6GB,1TB HDD,AMD,Radeon,Windows 10,2.1kg,529.0
1223,Dell,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel,Core i5 6300U,2.4GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 7,1.26kg,1713.37
1224,Dell,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel,Core i3 7100U,2.4GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.08kg,509.0
1225,Asus,Notebook,15.6,1366x768,Intel,Pentium Quad Core N3710,1.6GHz,4GB,1TB HDD,Intel,HD Graphics,Windows 10,2.65kg,309.0
1226,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.29kg,1477.0
1227,Dell,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,1TB HDD,Intel,HD Graphics,Linux,2.18kg,521.86
1228,Lenovo,Gaming,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6700HQ,2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.6kg,1029.0
1229,MSI,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.2kg,1149.0
1230,Lenovo,Netbook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6500U,2.50GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,1.3kg,1650.0
1231,Razer,Gaming,14.0,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,1TB SSD,Nvidia,GeForce GTX,Windows 10,1.95kg,3499.0
1232,Dell,Notebook,15.6,Touchscreen 1366x768,Intel,Core i3 7100U,2.4GHz,8GB,1TB HDD,Intel,HD Graphics,Windows 10,2.3kg,469.01
1233,MSI,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.7kg,1598.0
1234,Apple,Ultrabook,11.6,1366x768,Intel,Core i5,1.6GHz,4GB,256GB Flash Storage,Intel,HD Graphics,Mac OS X,1.08kg,959.0
1235,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2GHz,4GB,1TB HDD,Intel,HD Graphics,Windows 10,2.1kg,478.0
1236,HP,Ultrabook,14.0,2560x1440,Intel,Core i7 6500U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 7,1.54kg,2198.19
1237,Dell,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 7,2.24kg,737.0
1238,MSI,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.3kg,1169.0
